exam	pi	rewind	acc_legacy	acc	line_adv_sum	ssot_res	legacy_res
3-09'23 hwp	895	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	896	False	35.6	35.6	35.6	0.0	0.0
3-09'23 hwp	897	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	898	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	899	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	900	False	21.8	21.8	21.8	0.0	0.0
3-09'23 hwp	901	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	902	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	903	False	38.5	38.5	38.5	0.0	0.0
3-09'23 hwp	904	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	905	False	212.7	212.7	212.7	0.0	0.0
3-09'23 hwp	906	False	39.1	39.1	39.1	0.0	0.0
3-09'23 hwp	907	False	180.7	180.7	180.7	0.0	0.0
3-09'23 hwp	908	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	909	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	910	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	911	False	21.8	21.8	21.8	0.0	0.0
3-09'23 hwp	912	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	913	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	914	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	915	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	916	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	917	False	21.8	21.8	21.8	0.0	0.0
3-09'23 hwp	918	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	919	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	920	False	40.8	40.8	40.8	0.0	0.0
3-09'23 hwp	921	False	200.0	200.0	206.0	-6.0	-6.0
3-09'23 hwp	922	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	923	False	58.9	58.9	58.9	0.0	0.0
3-09'23 hwp	924	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	925	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	926	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	927	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	928	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwp	929	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	930	False	206.5	206.5	206.5	0.0	0.0
3-09'23 hwp	931	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	932	False	21.8	21.8	21.8	0.0	0.0
3-09'23 hwp	933	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	934	False	265.8	265.8	265.8	0.0	0.0
3-09'23 hwp	935	True	18.0	54.1	54.1	0.0	-36.1
3-09'23 hwp	936	False	72.1	72.1	72.1	0.0	0.0
3-09'23 hwp	937	False	54.1	54.1	54.1	0.0	0.0
3-09'23 hwp	938	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	939	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	940	False	197.7	197.7	197.7	0.0	0.0
3-09'23 hwp	941	False	54.1	54.1	54.1	0.0	0.0
3-09'23 hwp	942	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	943	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	944	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	945	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwp	946	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwp	947	False	35.6	35.6	35.6	0.0	0.0
3-09'23 hwp	948	False	42.1	42.1	42.1	0.0	0.0
3-09'23 hwp	949	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwp	950	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	951	False	197.7	197.7	197.7	0.0	0.0
3-09'23 hwp	952	False	23.4	23.4	23.4	0.0	0.0
3-09'23 hwp	953	True	23.4	46.9	46.9	0.0	-23.5
3-09'23 hwp	954	False	23.4	23.4	23.4	0.0	0.0
3-09'23 hwp	955	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwp	956	False	23.4	23.4	23.4	0.0	0.0
3-09'23 hwp	957	False	63.3	63.3	63.3	0.0	0.0
3-09'23 hwp	958	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	959	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	960	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	961	False	211.8	211.8	211.8	0.0	0.0
3-09'23 hwp	962	False	23.4	23.4	23.4	0.0	0.0
3-09'23 hwp	963	False	23.4	23.4	23.4	0.0	0.0
3-09'23 hwp	964	False	41.5	41.5	41.5	0.0	0.0
3-09'23 hwp	965	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	966	False	219.1	219.1	219.1	0.0	0.0
3-09'23 hwp	967	False	23.4	23.4	23.4	0.0	0.0
3-09'23 hwp	968	False	41.5	41.5	41.5	0.0	0.0
3-09'23 hwp	969	False	63.3	63.3	63.3	0.0	0.0
3-09'23 hwp	970	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	971	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	972	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	973	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	974	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	975	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	976	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	977	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	978	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	979	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	980	False	69.7	69.7	69.7	0.0	0.0
3-09'23 hwp	981	False	188.4	188.4	188.4	0.0	0.0
3-09'23 hwp	982	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwp	983	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	984	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	985	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	986	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	987	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	988	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwp	989	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwp	990	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwp	991	False	100.3	100.3	106.3	-6.0	-6.0
3-09'23 hwp	992	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	488	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	489	False	21.3	21.3	21.3	0.0	0.0
3-09'23 hwpx	490	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	491	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	492	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	493	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	494	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	495	False	35.4	35.4	35.4	0.0	0.0
3-09'23 hwpx	496	False	37.4	37.4	37.4	0.0	0.0
3-09'23 hwpx	497	False	35.4	35.4	35.4	0.0	0.0
3-09'23 hwpx	498	False	35.4	35.4	35.4	0.0	0.0
3-09'23 hwpx	499	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	500	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	501	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	502	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	503	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	504	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	505	False	42.4	42.4	42.4	0.0	0.0
3-09'23 hwpx	506	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	507	False	38.4	38.4	38.4	0.0	0.0
3-09'23 hwpx	508	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwpx	509	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	510	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	511	False	21.5	21.5	21.5	0.0	0.0
3-09'23 hwpx	512	True	18.0	56.1	56.1	0.0	-38.1
3-09'23 hwpx	513	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	514	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	515	False	38.1	38.1	38.1	0.0	0.0
3-09'23 hwpx	516	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	517	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	518	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	519	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	520	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	521	False	38.4	38.4	38.4	0.0	0.0
3-09'23 hwpx	522	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	523	False	28.7	28.7	28.7	0.0	0.0
3-09'23 hwpx	524	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	525	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	526	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	527	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	528	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	529	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	530	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwpx	531	False	212.2	212.2	212.2	0.0	0.0
3-09'23 hwpx	532	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwpx	533	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	534	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	535	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	536	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	537	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	538	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	539	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	540	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	541	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	542	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	543	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	544	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwpx	545	False	54.1	54.1	54.1	0.0	0.0
3-09'23 hwpx	546	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	547	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	548	False	39.1	39.1	39.1	0.0	0.0
3-09'23 hwpx	549	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	550	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	551	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	552	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	553	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	554	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	555	False	56.5	56.5	56.5	0.0	0.0
3-09'23 hwpx	556	False	42.8	42.8	42.8	0.0	0.0
3-09'23 hwpx	557	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	558	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	559	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	560	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	561	False	58.1	58.1	58.1	0.0	0.0
3-09'23 hwpx	562	False	59.9	59.9	59.9	0.0	0.0
3-09'23 hwpx	563	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	564	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	565	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	566	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	567	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	568	False	36.2	36.2	36.2	0.0	0.0
3-09'23 hwpx	569	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	570	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	571	False	38.4	38.4	38.4	0.0	0.0
3-09'23 hwpx	572	False	94.9	94.9	97.3	-2.4	-2.4
3-09'23 hwpx	573	False	76.9	76.9	79.2	-2.3	-2.3
3-09'23 hwpx	574	False	94.9	94.9	97.3	-2.4	-2.4
3-09'23 hwpx	575	False	74.5	74.5	76.9	-2.4	-2.4
3-09'23 hwpx	576	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	577	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	578	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	579	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	580	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	581	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	582	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	583	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	584	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	585	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	586	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	587	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	588	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	589	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	590	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	591	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	592	False	46.2	46.2	46.2	0.0	0.0
3-09'23 hwpx	593	False	35.8	35.8	35.8	0.0	0.0
3-09'23 hwpx	594	False	39.6	39.6	39.6	0.0	0.0
3-09'23 hwpx	595	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	596	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	597	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	598	True	20.0	38.1	38.1	0.0	-18.1
3-09'23 hwpx	599	False	183.3	183.3	183.3	0.0	0.0
3-09'23 hwpx	600	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	601	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	602	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	603	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	604	False	41.6	41.6	41.6	0.0	0.0
3-09'23 hwpx	605	False	295.0	295.0	450.7	-155.7	-155.7
3-09'23 hwpx	606	False	119.3	119.3	125.3	-6.0	-6.0
3-09'23 hwpx	607	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	608	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	609	False	67.3	67.3	67.3	0.0	0.0
3-09'23 hwpx	610	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	611	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	612	False	38.1	38.1	38.1	0.0	0.0
3-09'23 hwpx	613	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	614	False	157.4	157.4	157.4	0.0	0.0
3-09'23 hwpx	615	False	38.1	38.1	38.1	0.0	0.0
3-09'23 hwpx	616	False	29.2	29.2	29.2	0.0	0.0
3-09'23 hwpx	617	False	46.2	46.2	46.2	0.0	0.0
3-09'23 hwpx	618	False	164.4	164.4	164.4	0.0	0.0
3-09'23 hwpx	619	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	620	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	621	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	622	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	623	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	624	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	625	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	626	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	627	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	628	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	629	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	630	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	631	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	632	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	633	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	634	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	635	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	636	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	637	False	132.1	132.1	132.1	0.0	0.0
3-09'23 hwpx	638	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwpx	639	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	640	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	641	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	642	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	643	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	644	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	645	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	646	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	647	False	28.2	28.2	28.2	0.0	0.0
3-09'23 hwpx	648	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	649	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	650	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	651	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	652	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	653	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	654	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	655	False	153.9	153.9	160.0	-6.1	-6.1
3-09'23 hwpx	656	False	164.8	164.8	170.9	-6.1	-6.1
3-09'23 hwpx	657	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	658	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	659	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	660	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	661	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	662	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	663	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	664	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	665	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	666	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	667	False	35.0	35.0	35.0	0.0	0.0
3-09'23 hwpx	668	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	669	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	670	False	51.7	51.7	51.7	0.0	0.0
3-09'23 hwpx	671	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwpx	672	False	38.5	38.5	38.5	0.0	0.0
3-09'23 hwpx	673	False	22.5	22.5	22.5	0.0	0.0
3-09'23 hwpx	674	False	22.5	22.5	22.5	0.0	0.0
3-09'23 hwpx	675	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	676	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	677	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	678	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	679	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	680	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	681	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	682	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	683	False	38.5	38.5	38.5	0.0	0.0
3-09'23 hwpx	684	False	77.1	77.1	77.1	0.0	0.0
3-09'23 hwpx	685	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	686	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	687	False	21.5	21.5	21.5	0.0	0.0
3-09'23 hwpx	688	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	689	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	690	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	691	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	692	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	693	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	694	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	695	True	38.0	93.9	93.9	0.0	-55.9
3-09'23 hwpx	696	False	237.9	237.9	237.9	0.0	0.0
3-09'23 hwpx	697	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	698	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	699	False	35.4	35.4	35.4	0.0	0.0
3-09'23 hwpx	700	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	701	False	51.6	51.6	51.6	0.0	0.0
3-09'23 hwpx	702	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	703	False	106.8	106.8	106.8	0.0	0.0
3-09'23 hwpx	704	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	705	False	36.9	36.9	36.9	0.0	0.0
3-09'23 hwpx	706	False	35.4	35.4	35.4	0.0	0.0
3-09'23 hwpx	707	False	37.4	37.4	37.4	0.0	0.0
3-09'23 hwpx	708	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	709	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	710	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwpx	711	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	712	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	713	False	90.2	90.2	90.2	0.0	0.0
3-09'23 hwpx	714	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	715	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	716	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	717	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	718	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	719	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	720	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	721	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	722	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	723	False	38.5	38.5	18.0	20.5	20.5
3-09'23 hwpx	724	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	725	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	726	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	727	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	728	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	729	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	730	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	731	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	732	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	733	False	28.7	28.7	28.7	0.0	0.0
3-09'23 hwpx	734	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	735	False	62.1	62.1	62.1	0.0	0.0
3-09'23 hwpx	736	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	737	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwpx	738	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	739	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	740	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwpx	741	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	742	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	743	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	744	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	745	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	746	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	747	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	748	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	749	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	750	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	751	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	752	False	21.0	21.0	21.0	0.0	0.0
3-09'23 hwpx	753	False	21.5	21.5	21.5	0.0	0.0
3-09'23 hwpx	754	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	755	False	22.4	22.4	22.4	0.0	0.0
3-09'23 hwpx	756	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	757	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	758	False	36.7	36.7	36.7	0.0	0.0
3-09'23 hwpx	759	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	760	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	761	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	762	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	763	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	764	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	765	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	766	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	767	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	768	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	769	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	770	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	771	False	20.0	20.0	20.0	0.0	0.0
3-09'23 hwpx	772	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	773	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	774	False	33.6	33.6	33.6	0.0	0.0
3-09'23 hwpx	775	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	776	False	71.7	71.7	71.7	0.0	0.0
3-09'23 hwpx	777	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	778	False	105.7	105.7	105.7	0.0	0.0
3-09'23 hwpx	779	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	780	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	781	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	782	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	783	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	784	False	54.1	54.1	54.1	0.0	0.0
3-09'23 hwpx	785	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	786	False	36.1	36.1	36.1	0.0	0.0
3-09'23 hwpx	787	False	20.4	20.4	20.4	0.0	0.0
3-09'23 hwpx	788	False	18.0	18.0	18.0	0.0	0.0
3-09'23 hwpx	789	False	33.6	33.6	33.6	0.0	0.0
